,id,ल्युट्,ण्वुल्,तृच्,यत्,तव्य,अनीयर्,क्त,क्तवतु,शतृ,स्य-शतृ,शानच्,स्य-शानच्,भावकर्म-शानच्,स्य-भावकर्म-शानच्,क्त्वा,ल्यप्,तुमुन्,णमुल्,क्तिन्,अच्,क्वसु,चानश्,वुन्,श,आलुच्
2041,10.0305,(चीवन)---चीवनम्,(चीवक)-चीवकः-चीविका-चीवकम्,(चीवयितृ)-चीवयिता-चीवयित्री-चीवयितृ,(चीव्य)-चीव्यः-चीव्या-चीव्यम्,(चीवयितव्य)-चीवयितव्यः-चीवयितव्या-चीवयितव्यम्,(चीवनीय)-चीवनीयः-चीवनीया-चीवनीयम्,(चीवित)-चीवितः-चीविता-चीवितम्,(चीवितवत्)-चीवितवान्-चीवितवती-चीवितवत्/चीवितवद्,(चीवयत्)-चीवयन्-चीवयन्ती-चीवयत्/चीवयद्,(चीवयिष्यत्)-चीवयिष्यन्-चीवयिष्यती/चीवयिष्यन्ती-चीवयिष्यत्/चीवयिष्यद्,(चीवयमान)-चीवयमानः-चीवयमाना-चीवयमानम्,(चीवयिष्यमाण)-चीवयिष्यमाणः-चीवयिष्यमाणा-चीवयिष्यमाणम्,(चीव्यमान)-चीव्यमानः-चीव्यमाना-चीव्यमानम्,[(चीविष्यमाण-चीवयिष्यमाण)- (चीविष्यमाणः-चीवयिष्यमाणः)- (चीविष्यमाणा-चीवयिष्यमाणा)- (चीविष्यमाणम्-चीवयिष्यमाणम्)],(चीवयित्वा)---,(प्रचीव्य)---,(चीवयितुम्)---,(चीवम्)---,(चीति)--चीतिः-,(चीव)-चीवः-चीवा-चीवम्,[(चीविष्यमाण-चीवयिष्यमाण-चीवयाम्बभूवस्-चीवयामासिवस्-चीवयाञ्चकृवस्)- (चीविष्यमाणः-चीवयिष्यमाणः-चीवयाम्बभूवान्-चीवयामासिवान्-चीवयाञ्चकृवान्)- (चीविष्यमाणा-चीवयिष्यमाणा-चीवयाम्बभूषी-चीवयामास्युषी-चीवयाञ्चक्रुषी)- (चीविष्यमाणम्-चीवयिष्यमाणम्-चीवयाम्बभूवत्/चीवयाम्बभूवद्-चीवयामासिवत्/चीवयामासिवद्-चीवयाञ्चकृवत्/चीवयाञ्चकृवद्)],(चीवयमान)-चीवयमानः-चीवयमाना-चीवयमानम्,(चीवक)-चीवकः-चीविका-चीवकम्,,
2042,10.0306,(पोथन)---पोथनम्,(पोथक)-पोथकः-पोथिका-पोथकम्,(पोथयितृ)-पोथयिता-पोथयित्री-पोथयितृ,(पोथ्य)-पोथ्यः-पोथ्या-पोथ्यम्,(पोथयितव्य)-पोथयितव्यः-पोथयितव्या-पोथयितव्यम्,(पोथनीय)-पोथनीयः-पोथनीया-पोथनीयम्,(पोथित)-पोथितः-पोथिता-पोथितम्,(पोथितवत्)-पोथितवान्-पोथितवती-पोथितवत्/पोथितवद्,(पोथयत्)-पोथयन्-पोथयन्ती-पोथयत्/पोथयद्,(पोथयिष्यत्)-पोथयिष्यन्-पोथयिष्यती/पोथयिष्यन्ती-पोथयिष्यत्/पोथयिष्यद्,(पोथयमान)-पोथयमानः-पोथयमाना-पोथयमानम्,(पोथयिष्यमाण)-पोथयिष्यमाणः-पोथयिष्यमाणा-पोथयिष्यमाणम्,(पोथ्यमान)-पोथ्यमानः-पोथ्यमाना-पोथ्यमानम्,[(पोथिष्यमाण-पोथयिष्यमाण)- (पोथिष्यमाणः-पोथयिष्यमाणः)- (पोथिष्यमाणा-पोथयिष्यमाणा)- (पोथिष्यमाणम्-पोथयिष्यमाणम्)],(पोथयित्वा)---,(प्रपोथ्य)---,(पोथयितुम्)---,(पोथम्)---,(पोत्ति)--पोत्तिः-,(पोथ)-पोथः-पोथा-पोथम्,[(पोथिष्यमाण-पोथयिष्यमाण-पोथयाम्बभूवस्-पोथयामासिवस्-पोथयाञ्चकृवस्)- (पोथिष्यमाणः-पोथयिष्यमाणः-पोथयाम्बभूवान्-पोथयामासिवान्-पोथयाञ्चकृवान्)- (पोथिष्यमाणा-पोथयिष्यमाणा-पोथयाम्बभूषी-पोथयामास्युषी-पोथयाञ्चक्रुषी)- (पोथिष्यमाणम्-पोथयिष्यमाणम्-पोथयाम्बभूवत्/पोथयाम्बभूवद्-पोथयामासिवत्/पोथयामासिवद्-पोथयाञ्चकृवत्/पोथयाञ्चकृवद्)],(पोथयमान)-पोथयमानः-पोथयमाना-पोथयमानम्,(पोथक)-पोथकः-पोथिका-पोथकम्,,
2043,10.0307,(लोकन)---लोकनम्,(लोकक)-लोककः-लोकिका-लोककम्,(लोकयितृ)-लोकयिता-लोकयित्री-लोकयितृ,(लोक्य)-लोक्यः-लोक्या-लोक्यम्,(लोकयितव्य)-लोकयितव्यः-लोकयितव्या-लोकयितव्यम्,(लोकनीय)-लोकनीयः-लोकनीया-लोकनीयम्,(लोकित)-लोकितः-लोकिता-लोकितम्,(लोकितवत्)-लोकितवान्-लोकितवती-लोकितवत्/लोकितवद्,(लोकयत्)-लोकयन्-लोकयन्ती-लोकयत्/लोकयद्,(लोकयिष्यत्)-लोकयिष्यन्-लोकयिष्यती/लोकयिष्यन्ती-लोकयिष्यत्/लोकयिष्यद्,(लोकयमान)-लोकयमानः-लोकयमाना-लोकयमानम्,(लोकयिष्यमाण)-लोकयिष्यमाणः-लोकयिष्यमाणा-लोकयिष्यमाणम्,(लोक्यमान)-लोक्यमानः-लोक्यमाना-लोक्यमानम्,[(लोकिष्यमाण-लोकयिष्यमाण)- (लोकिष्यमाणः-लोकयिष्यमाणः)- (लोकिष्यमाणा-लोकयिष्यमाणा)- (लोकिष्यमाणम्-लोकयिष्यमाणम्)],(लोकयित्वा)---,(प्रलोक्य)---,(लोकयितुम्)---,(लोकम्)---,(लोक्ति)--लोक्तिः-,(लोक)-लोकः-लोका-लोकम्,[(लोकिष्यमाण-लोकयिष्यमाण-लोकयाम्बभूवस्-लोकयामासिवस्-लोकयाञ्चकृवस्)- (लोकिष्यमाणः-लोकयिष्यमाणः-लोकयाम्बभूवान्-लोकयामासिवान्-लोकयाञ्चकृवान्)- (लोकिष्यमाणा-लोकयिष्यमाणा-लोकयाम्बभूषी-लोकयामास्युषी-लोकयाञ्चक्रुषी)- (लोकिष्यमाणम्-लोकयिष्यमाणम्-लोकयाम्बभूवत्/लोकयाम्बभूवद्-लोकयामासिवत्/लोकयामासिवद्-लोकयाञ्चकृवत्/लोकयाञ्चकृवद्)],(लोकयमान)-लोकयमानः-लोकयमाना-लोकयमानम्,(लोकक)-लोककः-लोकिका-लोककम्,,
2044,10.0308,(लोचन)---लोचनम्,(लोचक)-लोचकः-लोचिका-लोचकम्,(लोचयितृ)-लोचयिता-लोचयित्री-लोचयितृ,(लोच्य)-लोच्यः-लोच्या-लोच्यम्,(लोचयितव्य)-लोचयितव्यः-लोचयितव्या-लोचयितव्यम्,(लोचनीय)-लोचनीयः-लोचनीया-लोचनीयम्,(लोचित)-लोचितः-लोचिता-लोचितम्,(लोचितवत्)-लोचितवान्-लोचितवती-लोचितवत्/लोचितवद्,(लोचयत्)-लोचयन्-लोचयन्ती-लोचयत्/लोचयद्,(लोचयिष्यत्)-लोचयिष्यन्-लोचयिष्यती/लोचयिष्यन्ती-लोचयिष्यत्/लोचयिष्यद्,(लोचयमान)-लोचयमानः-लोचयमाना-लोचयमानम्,(लोचयिष्यमाण)-लोचयिष्यमाणः-लोचयिष्यमाणा-लोचयिष्यमाणम्,(लोच्यमान)-लोच्यमानः-लोच्यमाना-लोच्यमानम्,[(लोचिष्यमाण-लोचयिष्यमाण)- (लोचिष्यमाणः-लोचयिष्यमाणः)- (लोचिष्यमाणा-लोचयिष्यमाणा)- (लोचिष्यमाणम्-लोचयिष्यमाणम्)],(लोचयित्वा)---,(प्रलोच्य)---,(लोचयितुम्)---,(लोचम्)---,(लोक्ति)--लोक्तिः-,(लोच)-लोचः-लोचा-लोचम्,[(लोचिष्यमाण-लोचयिष्यमाण-लोचयाम्बभूवस्-लोचयामासिवस्-लोचयाञ्चकृवस्)- (लोचिष्यमाणः-लोचयिष्यमाणः-लोचयाम्बभूवान्-लोचयामासिवान्-लोचयाञ्चकृवान्)- (लोचिष्यमाणा-लोचयिष्यमाणा-लोचयाम्बभूषी-लोचयामास्युषी-लोचयाञ्चक्रुषी)- (लोचिष्यमाणम्-लोचयिष्यमाणम्-लोचयाम्बभूवत्/लोचयाम्बभूवद्-लोचयामासिवत्/लोचयामासिवद्-लोचयाञ्चकृवत्/लोचयाञ्चकृवद्)],(लोचयमान)-लोचयमानः-लोचयमाना-लोचयमानम्,(लोचक)-लोचकः-लोचिका-लोचकम्,,
2045,10.0309,(नादन)---नादनम्,(नादक)-नादकः-नादिका-नादकम्,(नादयितृ)-नादयिता-नादयित्री-नादयितृ,(नाद्य)-नाद्यः-नाद्या-नाद्यम्,(नादयितव्य)-नादयितव्यः-नादयितव्या-नादयितव्यम्,(नादनीय)-नादनीयः-नादनीया-नादनीयम्,(नादित)-नादितः-नादिता-नादितम्,(नादितवत्)-नादितवान्-नादितवती-नादितवत्/नादितवद्,(नादयत्)-नादयन्-नादयन्ती-नादयत्/नादयद्,(नादयिष्यत्)-नादयिष्यन्-नादयिष्यती/नादयिष्यन्ती-नादयिष्यत्/नादयिष्यद्,(नादयमान)-नादयमानः-नादयमाना-नादयमानम्,(नादयिष्यमाण)-नादयिष्यमाणः-नादयिष्यमाणा-नादयिष्यमाणम्,(नाद्यमान)-नाद्यमानः-नाद्यमाना-नाद्यमानम्,[(नादिष्यमाण-नादयिष्यमाण)- (नादिष्यमाणः-नादयिष्यमाणः)- (नादिष्यमाणा-नादयिष्यमाणा)- (नादिष्यमाणम्-नादयिष्यमाणम्)],(नादयित्वा)---,(प्रणाद्य)---,(नादयितुम्)---,(नादम्)---,(नात्ति)--नात्तिः-,(नाद)-नादः-नादा-नादम्,[(नादिष्यमाण-नादयिष्यमाण-नादयाम्बभूवस्-नादयामासिवस्-नादयाञ्चकृवस्)- (नादिष्यमाणः-नादयिष्यमाणः-नादयाम्बभूवान्-नादयामासिवान्-नादयाञ्चकृवान्)- (नादिष्यमाणा-नादयिष्यमाणा-नादयाम्बभूषी-नादयामास्युषी-नादयाञ्चक्रुषी)- (नादिष्यमाणम्-नादयिष्यमाणम्-नादयाम्बभूवत्/नादयाम्बभूवद्-नादयामासिवत्/नादयामासिवद्-नादयाञ्चकृवत्/नादयाञ्चकृवद्)],(नादयमान)-नादयमानः-नादयमाना-नादयमानम्,(नादक)-नादकः-नादिका-नादकम्,,
2046,10.0310,(कोपन)---कोपनम्,(कोपक)-कोपकः-कोपिका-कोपकम्,(कोपयितृ)-कोपयिता-कोपयित्री-कोपयितृ,(कोप्य)-कोप्यः-कोप्या-कोप्यम्,(कोपयितव्य)-कोपयितव्यः-कोपयितव्या-कोपयितव्यम्,(कोपनीय)-कोपनीयः-कोपनीया-कोपनीयम्,(कोपित)-कोपितः-कोपिता-कोपितम्,(कोपितवत्)-कोपितवान्-कोपितवती-कोपितवत्/कोपितवद्,(कोपयत्)-कोपयन्-कोपयन्ती-कोपयत्/कोपयद्,(कोपयिष्यत्)-कोपयिष्यन्-कोपयिष्यती/कोपयिष्यन्ती-कोपयिष्यत्/कोपयिष्यद्,(कोपयमान)-कोपयमानः-कोपयमाना-कोपयमानम्,(कोपयिष्यमाण)-कोपयिष्यमाणः-कोपयिष्यमाणा-कोपयिष्यमाणम्,(कोप्यमान)-कोप्यमानः-कोप्यमाना-कोप्यमानम्,[(कोपिष्यमाण-कोपयिष्यमाण)- (कोपिष्यमाणः-कोपयिष्यमाणः)- (कोपिष्यमाणा-कोपयिष्यमाणा)- (कोपिष्यमाणम्-कोपयिष्यमाणम्)],(कोपयित्वा)---,(प्रकोप्य)---,(कोपयितुम्)---,(कोपम्)---,(कोप्ति)--कोप्तिः-,(कोप)-कोपः-कोपा-कोपम्,[(कोपिष्यमाण-कोपयिष्यमाण-कोपयाम्बभूवस्-कोपयामासिवस्-कोपयाञ्चकृवस्)- (कोपिष्यमाणः-कोपयिष्यमाणः-कोपयाम्बभूवान्-कोपयामासिवान्-कोपयाञ्चकृवान्)- (कोपिष्यमाणा-कोपयिष्यमाणा-कोपयाम्बभूषी-कोपयामास्युषी-कोपयाञ्चक्रुषी)- (कोपिष्यमाणम्-कोपयिष्यमाणम्-कोपयाम्बभूवत्/कोपयाम्बभूवद्-कोपयामासिवत्/कोपयामासिवद्-कोपयाञ्चकृवत्/कोपयाञ्चकृवद्)],(कोपयमान)-कोपयमानः-कोपयमाना-कोपयमानम्,(कोपक)-कोपकः-कोपिका-कोपकम्,,
2047,10.0311,(तर्कण)---तर्कणम्,(तर्कक)-तर्ककः-तर्किका-तर्ककम्,(तर्कयितृ)-तर्कयिता-तर्कयित्री-तर्कयितृ,(तर्क्य)-तर्क्यः-तर्क्या-तर्क्यम्,(तर्कयितव्य)-तर्कयितव्यः-तर्कयितव्या-तर्कयितव्यम्,(तर्कणीय)-तर्कणीयः-तर्कणीया-तर्कणीयम्,(तर्कित)-तर्कितः-तर्किता-तर्कितम्,(तर्कितवत्)-तर्कितवान्-तर्कितवती-तर्कितवत्/तर्कितवद्,(तर्कयत्)-तर्कयन्-तर्कयन्ती-तर्कयत्/तर्कयद्,(तर्कयिष्यत्)-तर्कयिष्यन्-तर्कयिष्यती/तर्कयिष्यन्ती-तर्कयिष्यत्/तर्कयिष्यद्,(तर्कयमाण)-तर्कयमाणः-तर्कयमाणा-तर्कयमाणम्,(तर्कयिष्यमाण)-तर्कयिष्यमाणः-तर्कयिष्यमाणा-तर्कयिष्यमाणम्,(तर्क्यमाण)-तर्क्यमाणः-तर्क्यमाणा-तर्क्यमाणम्,[(तर्किष्यमाण-तर्कयिष्यमाण)- (तर्किष्यमाणः-तर्कयिष्यमाणः)- (तर्किष्यमाणा-तर्कयिष्यमाणा)- (तर्किष्यमाणम्-तर्कयिष्यमाणम्)],(तर्कयित्वा)---,(प्रतर्क्य)---,(तर्कयितुम्)---,(तर्कम्)---,(तर्क्ति)--तर्क्तिः-,(तर्क)-तर्कः-तर्का-तर्कम्,[(तर्किष्यमाण-तर्कयिष्यमाण-तर्कयाम्बभूवस्-तर्कयामासिवस्-तर्कयाञ्चकृवस्)- (तर्किष्यमाणः-तर्कयिष्यमाणः-तर्कयाम्बभूवान्-तर्कयामासिवान्-तर्कयाञ्चकृवान्)- (तर्किष्यमाणा-तर्कयिष्यमाणा-तर्कयाम्बभूषी-तर्कयामास्युषी-तर्कयाञ्चक्रुषी)- (तर्किष्यमाणम्-तर्कयिष्यमाणम्-तर्कयाम्बभूवत्/तर्कयाम्बभूवद्-तर्कयामासिवत्/तर्कयामासिवद्-तर्कयाञ्चकृवत्/तर्कयाञ्चकृवद्)],(तर्कयमाण)-तर्कयमाणः-तर्कयमाणा-तर्कयमाणम्,(तर्कक)-तर्ककः-तर्किका-तर्ककम्,,
2048,10.0312,(वर्तन)---वर्तनम्,(वर्तक)-वर्तकः-वर्तिका-वर्तकम्,(वर्तयितृ)-वर्तयिता-वर्तयित्री-वर्तयितृ,(वर्त्य)-वर्त्यः-वर्त्या-वर्त्यम्,(वर्तयितव्य)-वर्तयितव्यः-वर्तयितव्या-वर्तयितव्यम्,(वर्तनीय)-वर्तनीयः-वर्तनीया-वर्तनीयम्,(वर्तित)-वर्तितः-वर्तिता-वर्तितम्,(वर्तितवत्)-वर्तितवान्-वर्तितवती-वर्तितवत्/वर्तितवद्,(वर्तयत्)-वर्तयन्-वर्तयन्ती-वर्तयत्/वर्तयद्,(वर्तयिष्यत्)-वर्तयिष्यन्-वर्तयिष्यती/वर्तयिष्यन्ती-वर्तयिष्यत्/वर्तयिष्यद्,(वर्तयमान)-वर्तयमानः-वर्तयमाना-वर्तयमानम्,(वर्तयिष्यमाण)-वर्तयिष्यमाणः-वर्तयिष्यमाणा-वर्तयिष्यमाणम्,(वर्त्यमान)-वर्त्यमानः-वर्त्यमाना-वर्त्यमानम्,[(वर्तिष्यमाण-वर्तयिष्यमाण)- (वर्तिष्यमाणः-वर्तयिष्यमाणः)- (वर्तिष्यमाणा-वर्तयिष्यमाणा)- (वर्तिष्यमाणम्-वर्तयिष्यमाणम्)],(वर्तयित्वा)---,(प्रवर्त्य)---,(वर्तयितुम्)---,(वर्तम्)---,[(वर्तिष्यमाण-वर्तयिष्यमाण-वर्ति-वर्त्ति)- (वर्तिष्यमाणः-वर्तयिष्यमाणः--)- (वर्तिष्यमाणा-वर्तयिष्यमाणा-वर्तिः-वर्त्तिः)- (वर्तिष्यमाणम्-वर्तयिष्यमाणम्--)],(वर्त)-वर्तः-वर्ता-वर्तम्,[(वर्तिष्यमाण-वर्तयिष्यमाण-वर्ति-वर्त्ति-वर्तयाम्बभूवस्-वर्तयामासिवस्-वर्तयाञ्चकृवस्)- (वर्तिष्यमाणः-वर्तयिष्यमाणः---वर्तयाम्बभूवान्-वर्तयामासिवान्-वर्तयाञ्चकृवान्)- (वर्तिष्यमाणा-वर्तयिष्यमाणा-वर्तिः-वर्त्तिः-वर्तयाम्बभूषी-वर्तयामास्युषी-वर्तयाञ्चक्रुषी)- (वर्तिष्यमाणम्-वर्तयिष्यमाणम्---वर्तयाम्बभूवत्/वर्तयाम्बभूवद्-वर्तयामासिवत्/वर्तयामासिवद्-वर्तयाञ्चकृवत्/वर्तयाञ्चकृवद्)],(वर्तयमान)-वर्तयमानः-वर्तयमाना-वर्तयमानम्,(वर्तक)-वर्तकः-वर्तिका-वर्तकम्,,
2049,10.0313,(वर्धन)---वर्धनम्,(वर्धक)-वर्धकः-वर्धिका-वर्धकम्,(वर्धयितृ)-वर्धयिता-वर्धयित्री-वर्धयितृ,(वर्ध्य)-वर्ध्यः-वर्ध्या-वर्ध्यम्,(वर्धयितव्य)-वर्धयितव्यः-वर्धयितव्या-वर्धयितव्यम्,(वर्धनीय)-वर्धनीयः-वर्धनीया-वर्धनीयम्,(वर्धित)-वर्धितः-वर्धिता-वर्धितम्,(वर्धितवत्)-वर्धितवान्-वर्धितवती-वर्धितवत्/वर्धितवद्,(वर्धयत्)-वर्धयन्-वर्धयन्ती-वर्धयत्/वर्धयद्,(वर्धयिष्यत्)-वर्धयिष्यन्-वर्धयिष्यती/वर्धयिष्यन्ती-वर्धयिष्यत्/वर्धयिष्यद्,(वर्धयमान)-वर्धयमानः-वर्धयमाना-वर्धयमानम्,(वर्धयिष्यमाण)-वर्धयिष्यमाणः-वर्धयिष्यमाणा-वर्धयिष्यमाणम्,(वर्ध्यमान)-वर्ध्यमानः-वर्ध्यमाना-वर्ध्यमानम्,[(वर्धिष्यमाण-वर्धयिष्यमाण)- (वर्धिष्यमाणः-वर्धयिष्यमाणः)- (वर्धिष्यमाणा-वर्धयिष्यमाणा)- (वर्धिष्यमाणम्-वर्धयिष्यमाणम्)],(वर्धयित्वा)---,(प्रवर्ध्य)---,(वर्धयितुम्)---,(वर्धम्)---,[(वर्धिष्यमाण-वर्धयिष्यमाण-वर्धि-वर्द्धि)- (वर्धिष्यमाणः-वर्धयिष्यमाणः--)- (वर्धिष्यमाणा-वर्धयिष्यमाणा-वर्धिः-वर्द्धिः)- (वर्धिष्यमाणम्-वर्धयिष्यमाणम्--)],(वर्ध)-वर्धः-वर्धा-वर्धम्,[(वर्धिष्यमाण-वर्धयिष्यमाण-वर्धि-वर्द्धि-वर्धयाम्बभूवस्-वर्धयामासिवस्-वर्धयाञ्चकृवस्)- (वर्धिष्यमाणः-वर्धयिष्यमाणः---वर्धयाम्बभूवान्-वर्धयामासिवान्-वर्धयाञ्चकृवान्)- (वर्धिष्यमाणा-वर्धयिष्यमाणा-वर्धिः-वर्द्धिः-वर्धयाम्बभूषी-वर्धयामास्युषी-वर्धयाञ्चक्रुषी)- (वर्धिष्यमाणम्-वर्धयिष्यमाणम्---वर्धयाम्बभूवत्/वर्धयाम्बभूवद्-वर्धयामासिवत्/वर्धयामासिवद्-वर्धयाञ्चकृवत्/वर्धयाञ्चकृवद्)],(वर्धयमान)-वर्धयमानः-वर्धयमाना-वर्धयमानम्,(वर्धक)-वर्धकः-वर्धिका-वर्धकम्,,
2050,10.0314,(रोटन)---रोटनम्,(रोटक)-रोटकः-रोटिका-रोटकम्,(रोटयितृ)-रोटयिता-रोटयित्री-रोटयितृ,(रोट्य)-रोट्यः-रोट्या-रोट्यम्,(रोटयितव्य)-रोटयितव्यः-रोटयितव्या-रोटयितव्यम्,(रोटनीय)-रोटनीयः-रोटनीया-रोटनीयम्,(रोटित)-रोटितः-रोटिता-रोटितम्,(रोटितवत्)-रोटितवान्-रोटितवती-रोटितवत्/रोटितवद्,(रोटयत्)-रोटयन्-रोटयन्ती-रोटयत्/रोटयद्,(रोटयिष्यत्)-रोटयिष्यन्-रोटयिष्यती/रोटयिष्यन्ती-रोटयिष्यत्/रोटयिष्यद्,(रोटयमान)-रोटयमानः-रोटयमाना-रोटयमानम्,(रोटयिष्यमाण)-रोटयिष्यमाणः-रोटयिष्यमाणा-रोटयिष्यमाणम्,(रोट्यमान)-रोट्यमानः-रोट्यमाना-रोट्यमानम्,[(रोटिष्यमाण-रोटयिष्यमाण)- (रोटिष्यमाणः-रोटयिष्यमाणः)- (रोटिष्यमाणा-रोटयिष्यमाणा)- (रोटिष्यमाणम्-रोटयिष्यमाणम्)],(रोटयित्वा)---,(प्ररोट्य)---,(रोटयितुम्)---,(रोटम्)---,(रोट्टि)--रोट्टिः-,(रोट)-रोटः-रोटा-रोटम्,[(रोटिष्यमाण-रोटयिष्यमाण-रोटयाम्बभूवस्-रोटयामासिवस्-रोटयाञ्चकृवस्)- (रोटिष्यमाणः-रोटयिष्यमाणः-रोटयाम्बभूवान्-रोटयामासिवान्-रोटयाञ्चकृवान्)- (रोटिष्यमाणा-रोटयिष्यमाणा-रोटयाम्बभूषी-रोटयामास्युषी-रोटयाञ्चक्रुषी)- (रोटिष्यमाणम्-रोटयिष्यमाणम्-रोटयाम्बभूवत्/रोटयाम्बभूवद्-रोटयामासिवत्/रोटयामासिवद्-रोटयाञ्चकृवत्/रोटयाञ्चकृवद्)],(रोटयमान)-रोटयमानः-रोटयमाना-रोटयमानम्,(रोटक)-रोटकः-रोटिका-रोटकम्,,
2051,10.0315,(लञ्जन)---लञ्जनम्,(लञ्जक)-लञ्जकः-लञ्जिका-लञ्जकम्,(लञ्जयितृ)-लञ्जयिता-लञ्जयित्री-लञ्जयितृ,(लञ्ज्य)-लञ्ज्यः-लञ्ज्या-लञ्ज्यम्,(लञ्जयितव्य)-लञ्जयितव्यः-लञ्जयितव्या-लञ्जयितव्यम्,(लञ्जनीय)-लञ्जनीयः-लञ्जनीया-लञ्जनीयम्,(लञ्जित)-लञ्जितः-लञ्जिता-लञ्जितम्,(लञ्जितवत्)-लञ्जितवान्-लञ्जितवती-लञ्जितवत्/लञ्जितवद्,(लञ्जयत्)-लञ्जयन्-लञ्जयन्ती-लञ्जयत्/लञ्जयद्,(लञ्जयिष्यत्)-लञ्जयिष्यन्-लञ्जयिष्यती/लञ्जयिष्यन्ती-लञ्जयिष्यत्/लञ्जयिष्यद्,(लञ्जयमान)-लञ्जयमानः-लञ्जयमाना-लञ्जयमानम्,(लञ्जयिष्यमाण)-लञ्जयिष्यमाणः-लञ्जयिष्यमाणा-लञ्जयिष्यमाणम्,(लञ्ज्यमान)-लञ्ज्यमानः-लञ्ज्यमाना-लञ्ज्यमानम्,[(लञ्जिष्यमाण-लञ्जयिष्यमाण)- (लञ्जिष्यमाणः-लञ्जयिष्यमाणः)- (लञ्जिष्यमाणा-लञ्जयिष्यमाणा)- (लञ्जिष्यमाणम्-लञ्जयिष्यमाणम्)],(लञ्जयित्वा)---,(प्रलञ्ज्य)---,(लञ्जयितुम्)---,(लञ्जम्)---,(लङ्क्ति)--लङ्क्तिः-,(लञ्ज)-लञ्जः-लञ्जा-लञ्जम्,[(लञ्जिष्यमाण-लञ्जयिष्यमाण-लञ्जयाम्बभूवस्-लञ्जयामासिवस्-लञ्जयाञ्चकृवस्)- (लञ्जिष्यमाणः-लञ्जयिष्यमाणः-लञ्जयाम्बभूवान्-लञ्जयामासिवान्-लञ्जयाञ्चकृवान्)- (लञ्जिष्यमाणा-लञ्जयिष्यमाणा-लञ्जयाम्बभूषी-लञ्जयामास्युषी-लञ्जयाञ्चक्रुषी)- (लञ्जिष्यमाणम्-लञ्जयिष्यमाणम्-लञ्जयाम्बभूवत्/लञ्जयाम्बभूवद्-लञ्जयामासिवत्/लञ्जयामासिवद्-लञ्जयाञ्चकृवत्/लञ्जयाञ्चकृवद्)],(लञ्जयमान)-लञ्जयमानः-लञ्जयमाना-लञ्जयमानम्,(लञ्जक)-लञ्जकः-लञ्जिका-लञ्जकम्,,
2052,10.0316,(अञ्जन)---अञ्जनम्,(अञ्जक)-अञ्जकः-अञ्जिका-अञ्जकम्,(अञ्जयितृ)-अञ्जयिता-अञ्जयित्री-अञ्जयितृ,(अञ्ज्य)-अञ्ज्यः-अञ्ज्या-अञ्ज्यम्,(अञ्जयितव्य)-अञ्जयितव्यः-अञ्जयितव्या-अञ्जयितव्यम्,(अञ्जनीय)-अञ्जनीयः-अञ्जनीया-अञ्जनीयम्,(अञ्जित)-अञ्जितः-अञ्जिता-अञ्जितम्,(अञ्जितवत्)-अञ्जितवान्-अञ्जितवती-अञ्जितवत्/अञ्जितवद्,(अञ्जयत्)-अञ्जयन्-अञ्जयन्ती-अञ्जयत्/अञ्जयद्,(अञ्जयिष्यत्)-अञ्जयिष्यन्-अञ्जयिष्यती/अञ्जयिष्यन्ती-अञ्जयिष्यत्/अञ्जयिष्यद्,(अञ्जयमान)-अञ्जयमानः-अञ्जयमाना-अञ्जयमानम्,(अञ्जयिष्यमाण)-अञ्जयिष्यमाणः-अञ्जयिष्यमाणा-अञ्जयिष्यमाणम्,(अञ्ज्यमान)-अञ्ज्यमानः-अञ्ज्यमाना-अञ्ज्यमानम्,[(अञ्जिष्यमाण-अञ्जयिष्यमाण)- (अञ्जिष्यमाणः-अञ्जयिष्यमाणः)- (अञ्जिष्यमाणा-अञ्जयिष्यमाणा)- (अञ्जिष्यमाणम्-अञ्जयिष्यमाणम्)],(अञ्जयित्वा)---,(प्राञ्ज्य)---,(अञ्जयितुम्)---,(अञ्जम्)---,(अङ्क्ति)--अङ्क्तिः-,(अञ्ज)-अञ्जः-अञ्जा-अञ्जम्,[(अञ्जिष्यमाण-अञ्जयिष्यमाण-अञ्जयाम्बभूवस्-अञ्जयामासिवस्-अञ्जयाञ्चकृवस्)- (अञ्जिष्यमाणः-अञ्जयिष्यमाणः-अञ्जयाम्बभूवान्-अञ्जयामासिवान्-अञ्जयाञ्चकृवान्)- (अञ्जिष्यमाणा-अञ्जयिष्यमाणा-अञ्जयाम्बभूषी-अञ्जयामास्युषी-अञ्जयाञ्चक्रुषी)- (अञ्जिष्यमाणम्-अञ्जयिष्यमाणम्-अञ्जयाम्बभूवत्/अञ्जयाम्बभूवद्-अञ्जयामासिवत्/अञ्जयामासिवद्-अञ्जयाञ्चकृवत्/अञ्जयाञ्चकृवद्)],(अञ्जयमान)-अञ्जयमानः-अञ्जयमाना-अञ्जयमानम्,(अञ्जक)-अञ्जकः-अञ्जिका-अञ्जकम्,,
